anchor,mse
12876,586.4390258789062
12877,604.4510498046875
12878,587.6673583984375
12879,597.2390747070312
12880,609.325439453125
12881,619.7720336914062
12882,579.9797973632812
12883,499.5663146972656
12884,498.1445617675781
12885,488.23681640625
12886,458.772705078125
12887,481.1861877441406
12888,491.4700927734375
12889,510.66552734375
12890,474.9063415527344
12891,496.0162048339844
12892,480.1510314941406
12893,467.2747497558594
12894,462.02392578125
12895,477.5126647949219
12896,544.5813598632812
12897,627.8983764648438
12898,860.4570922851562
12899,1074.2698974609375
12900,1096.7733154296875
12901,1074.3638916015625
12902,1039.32763671875
12903,1062.7252197265625
12904,1085.1104736328125
12905,1129.3485107421875
12906,1172.2486572265625
12907,1206.0423583984375
12908,1238.7877197265625
12909,1249.4136962890625
12910,1331.0081787109375
12911,1397.4930419921875
12912,1384.0673828125
12913,1389.0205078125
12914,1427.1136474609375
12915,1497.2750244140625
12916,1676.3653564453125
12917,1617.2330322265625
12918,1645.5914306640625
12919,1568.7830810546875
12920,975.775634765625
12921,866.3693237304688
12922,965.8737182617188
12923,1069.7955322265625
12924,1157.3546142578125
12925,1161.1751708984375
12926,1030.318115234375
12927,1010.8831176757812
12928,1062.4381103515625
12929,1181.0853271484375
12930,1354.9237060546875
12931,1388.0595703125
12932,1568.4007568359375
12933,1778.5078125
12934,1734.5302734375
12935,1752.9375
12936,1822.7303466796875
12937,1886.8177490234375
12938,2054.381591796875
12939,2043.8482666015625
12940,2114.146484375
12941,2190.13671875
12942,2078.4697265625
12943,2074.77734375
12944,1432.5472412109375
12945,1135.8592529296875
12946,771.3976440429688
12947,875.3496704101562
12948,815.65234375
12949,792.095458984375
12950,862.05078125
12951,816.6366577148438
12952,855.103515625
12953,855.5227661132812
12954,833.8187866210938
12955,799.34130859375
12956,826.70654296875
12957,784.8235473632812
12958,737.7489624023438
12959,680.1051635742188
12960,775.6516723632812
12961,799.100341796875
12962,834.39208984375
12963,769.6776733398438
12964,759.9091186523438
12965,771.858154296875
12966,729.74267578125
12967,730.4596557617188
12968,732.5927124023438
12969,725.8662109375
12970,672.70166015625
12971,675.505859375
12972,709.0476684570312
12973,742.5602416992188
12974,745.2474975585938
12975,730.5200805664062
12976,695.7263793945312
12977,727.8268432617188
12978,576.50537109375
12979,586.4656372070312
12980,614.3508911132812
12981,608.1046752929688
12982,673.1162109375
12983,729.9631958007812
12984,920.9994506835938
12985,892.7230834960938
12986,1269.759765625
12987,966.5145874023438
12988,926.47802734375
12989,709.73095703125
12990,657.4349365234375
12991,646.4877319335938
12992,697.4501953125
12993,583.8845825195312
12994,494.201171875
12995,627.0099487304688
12996,698.323486328125
12997,612.3675537109375
12998,815.8245239257812
12999,560.535888671875
13000,556.6279907226562
13001,499.366943359375
13002,556.5805053710938
13003,530.1834716796875
13004,618.4508666992188
13005,518.7467651367188
13006,489.830810546875
13007,438.4228210449219
13008,421.1988525390625
13009,423.5987854003906
13010,423.781005859375
13011,397.9908752441406
13012,403.3406066894531
13013,395.4264831542969
13014,461.99609375
13015,410.9162292480469
13016,442.6703186035156
13017,512.5948486328125
13018,349.3414611816406
13019,366.2660217285156
13020,358.1864318847656
13021,375.9269104003906
13022,362.5097961425781
13023,382.7768249511719
13024,324.8206787109375
13025,367.9917907714844
13026,367.3539733886719
13027,363.3446044921875
13028,390.0833435058594
13029,404.3340148925781
13030,407.0933532714844
13031,379.1380615234375
13032,364.9868469238281
