seed,domain,method,source_model,horizon,subset,n_windows,mse,mae,rmse,mape,trend_f1
2026,Health_US,strong_event_no_verifier,TimesNet,3,event_window,235,1.0932118330505467,0.6936622376983047,1.045567708496464,0.27242699006853477,0.5170212765957447
2026,Health_US,strong_event_no_verifier,TimesNet,3,high_volatility_window,65,2.622720673709642,1.3015065339895395,1.619481606474628,0.361334673443382,0.5692307692307692
2026,Health_US,strong_event_no_verifier,PatchTST,3,event_window,235,1.0030700867745999,0.6615506546717164,1.0015338670132927,0.2639537050033358,0.5319148936170213
2026,Health_US,strong_event_no_verifier,PatchTST,3,high_volatility_window,65,2.609936259902746,1.3244611975474236,1.6155297149550503,0.38965862701540527,0.5461538461538461
2026,Health_US,strong_event_with_verifier,TimesNet,3,event_window,235,1.0585290855260918,0.6796052212410785,1.0288484268958629,0.26861734211006016,0.5085106382978724
2026,Health_US,strong_event_with_verifier,TimesNet,3,high_volatility_window,65,2.572222083877471,1.2895673256654006,1.603814853366021,0.3648010109411243,0.5384615384615384
2026,Health_US,strong_event_with_verifier,PatchTST,3,event_window,235,1.0030700867745999,0.6615506546717164,1.0015338670132927,0.2639537050033358,0.5319148936170213
2026,Health_US,strong_event_with_verifier,PatchTST,3,high_volatility_window,65,2.609936259902746,1.3244611975474236,1.6155297149550503,0.38965862701540527,0.5461538461538461
2026,Health_US,strong_numerical_only,TimesNet,6,event_window,235,1.5003602857902272,0.8464178273441099,1.2248919486184189,0.3634148939354672,0.5097872340425532
2026,Health_US,strong_numerical_only,TimesNet,6,high_volatility_window,63,3.2792125881330096,1.456403964411014,1.8108596268438395,0.4414974241513487,0.5206349206349207
2026,Health_US,strong_numerical_only,PatchTST,6,event_window,235,1.509791853859311,0.8252106560882947,1.228735876362089,0.3297495973308498,0.4902127659574468
2026,Health_US,strong_numerical_only,PatchTST,6,high_volatility_window,63,3.8511028982077495,1.630285508733578,1.9624227113972539,0.534350449854039,0.5365079365079365
2026,Health_US,strong_raw_text_fusion,TimesNet,6,event_window,235,1.89189049820579,0.9510703969509043,1.3754601041854286,0.41965283892156124,0.5106382978723404
2026,Health_US,strong_raw_text_fusion,TimesNet,6,high_volatility_window,63,4.0171531423523525,1.651398524090096,2.0042836980707976,0.5104335406189052,0.5111111111111111
2026,Health_US,strong_raw_text_fusion,PatchTST,6,event_window,235,1.5005825290045265,0.8200921766724146,1.2249826647771496,0.3235630153265356,0.48340425531914893
2026,Health_US,strong_raw_text_fusion,PatchTST,6,high_volatility_window,63,3.816107522685906,1.6168162627194924,1.953485992446812,0.5242475843216713,0.5142857142857142
2026,Health_US,strong_event_no_verifier,TimesNet,6,event_window,235,1.6495615978796447,0.8877017435875345,1.2843525987358941,0.3710487417805193,0.4902127659574468
2026,Health_US,strong_event_no_verifier,TimesNet,6,high_volatility_window,63,3.8793363114426596,1.6148757035770114,1.9696030847464316,0.5026023113597455,0.47619047619047616
2026,Health_US,strong_event_no_verifier,PatchTST,6,event_window,235,1.5071722855886192,0.8223984932223111,1.2276694529019687,0.32651380617003856,0.4825531914893617
2026,Health_US,strong_event_no_verifier,PatchTST,6,high_volatility_window,63,3.849486934346534,1.625793521366422,1.9620109414441433,0.531707596941249,0.5174603174603175
2026,Health_US,strong_event_with_verifier,TimesNet,6,event_window,235,1.5719642382353562,0.8657183079009361,1.2537799799946385,0.367266372805978,0.5029787234042553
2026,Health_US,strong_event_with_verifier,TimesNet,6,high_volatility_window,63,3.659681432069435,1.5584325806173698,1.9130293860966785,0.4862018349001164,0.4984126984126984
2026,Health_US,strong_event_with_verifier,PatchTST,6,event_window,235,1.5071722855886192,0.8223984932223111,1.2276694529019687,0.32651380617003856,0.4825531914893617
2026,Health_US,strong_event_with_verifier,PatchTST,6,high_volatility_window,63,3.849486934346534,1.625793521366422,1.9620109414441433,0.531707596941249,0.5174603174603175
2026,Health_AFR,strong_numerical_only,TimesNet,3,event_window,235,0.001526811963929733,0.027681243242960132,0.039074441313085115,0.8950884588381885,0.49148936170212765
2026,Health_AFR,strong_numerical_only,TimesNet,3,high_volatility_window,14,0.006483591620012235,0.06723573546679247,0.08052075272879802,0.8131605044595558,0.6071428571428571
2026,Health_AFR,strong_numerical_only,PatchTST,3,event_window,235,0.0018051474004398401,0.030180744901101324,0.04248702626025785,0.8870096469480526,0.4765957446808511
2026,Health_AFR,strong_numerical_only,PatchTST,3,high_volatility_window,14,0.0070057998437975414,0.07036018167578038,0.0837006561730405,0.7965963846196248,0.6071428571428571
2026,Health_AFR,strong_raw_text_fusion,TimesNet,3,event_window,235,0.002894132521337555,0.038687192049234154,0.05379714231571743,1.2158399959495914,0.4702127659574468
2026,Health_AFR,strong_raw_text_fusion,TimesNet,3,high_volatility_window,14,0.008101335911707615,0.07630084002656597,0.09000742142572253,0.8409284142950262,0.42857142857142855
2026,Health_AFR,strong_raw_text_fusion,PatchTST,3,event_window,235,0.0016539879108593827,0.028629730647456244,0.04066925018806448,0.8585933088912338,0.48936170212765956
2026,Health_AFR,strong_raw_text_fusion,PatchTST,3,high_volatility_window,14,0.006797307414652317,0.06951386738745939,0.08244578469911192,0.8177994911060716,0.5714285714285714
2026,Health_AFR,strong_event_no_verifier,TimesNet,3,event_window,235,0.0026434084516840455,0.037020737088965715,0.051414088066249364,1.1814348886570416,0.48936170212765956
2026,Health_AFR,strong_event_no_verifier,TimesNet,3,high_volatility_window,14,0.00791841973575495,0.07357109772662322,0.08898550295275602,0.7014344945706935,0.5714285714285714
2026,Health_AFR,strong_event_no_verifier,PatchTST,3,event_window,235,0.001666346906621778,0.028769398634222912,0.04082091261377896,0.8574217496496226,0.4829787234042553
2026,Health_AFR,strong_event_no_verifier,PatchTST,3,high_volatility_window,14,0.0068392045879956025,0.06998305794383798,0.08269948360174689,0.8230817448183817,0.5357142857142857
2026,Health_AFR,strong_event_with_verifier,TimesNet,3,event_window,235,0.002583778653260227,0.03670073557968734,0.05083088286917931,1.270597764622584,0.5446808510638298
2026,Health_AFR,strong_event_with_verifier,TimesNet,3,high_volatility_window,14,0.007809094553541051,0.07377378935260433,0.08836908143429494,0.738681858296238,0.6071428571428571
2026,Health_AFR,strong_event_with_verifier,PatchTST,3,event_window,235,0.001666346906621778,0.028769398634222912,0.04082091261377896,0.8574217496496226,0.4829787234042553
2026,Health_AFR,strong_event_with_verifier,PatchTST,3,high_volatility_window,14,0.0068392045879956025,0.06998305794383798,0.08269948360174689,0.8230817448183817,0.5357142857142857
2026,Health_AFR,strong_numerical_only,TimesNet,6,event_window,235,0.0026169817146226093,0.0358507149968402,0.0511564435298488,1.2776167780411187,0.49617021276595746
2026,Health_AFR,strong_numerical_only,TimesNet,6,high_volatility_window,14,0.00690401547689235,0.069140538855988,0.08309040544426505,1.540631651924897,0.6142857142857143
2026,Health_AFR,strong_numerical_only,PatchTST,6,event_window,235,0.002554992249863874,0.03541738091215016,0.050546931161682546,1.1765330138982826,0.48425531914893616
2026,Health_AFR,strong_numerical_only,PatchTST,6,high_volatility_window,14,0.006787974252974928,0.06926146656873503,0.08238916344383482,1.4064151725375802,0.5571428571428572
2026,Health_AFR,strong_raw_text_fusion,TimesNet,6,event_window,235,0.00328826446605243,0.04114499774576554,0.05734339077916853,1.3452820363272724,0.48851063829787233
2026,Health_AFR,strong_raw_text_fusion,TimesNet,6,high_volatility_window,14,0.008333054193071263,0.07809832108406616,0.0912855639905416,1.5250049046495548,0.5428571428571428
2026,Health_AFR,strong_raw_text_fusion,PatchTST,6,event_window,235,0.002530980722041238,0.03526892764460798,0.050308853316700014,1.161012911746062,0.4927659574468085
2026,Health_AFR,strong_raw_text_fusion,PatchTST,6,high_volatility_window,14,0.006824233467909423,0.06961085977188002,0.08260891881576361,1.409147293065628,0.5428571428571428
2026,Health_AFR,strong_event_no_verifier,TimesNet,6,event_window,235,0.00298434570677723,0.03860284586516308,0.05462916534944708,1.2756722682402555,0.5191489361702127
2026,Health_AFR,strong_event_no_verifier,TimesNet,6,high_volatility_window,14,0.007298421777185596,0.07224982357694812,0.08543080110349895,1.34531518011451,0.6142857142857143
2026,Health_AFR,strong_event_no_verifier,PatchTST,6,event_window,235,0.0024986345256725498,0.034966150580423204,0.04998634339169599,1.1327721538304325,0.49531914893617024
2026,Health_AFR,strong_event_no_verifier,PatchTST,6,high_volatility_window,14,0.006731397536158024,0.06913818979436266,0.08204509452830208,1.3742839937797826,0.6142857142857143
2026,Health_AFR,strong_event_with_verifier,TimesNet,6,event_window,235,0.0029789327538072286,0.038335596045135714,0.05457960016166506,1.350220538830125,0.49957446808510636
2026,Health_AFR,strong_event_with_verifier,TimesNet,6,high_volatility_window,14,0.0069982858543378105,0.06938889704179019,0.0836557580465195,1.3268064733256186,0.6
2026,Health_AFR,strong_event_with_verifier,PatchTST,6,event_window,235,0.0024986345256725498,0.034966150580423204,0.04998634339169599,1.1327721538304325,0.49531914893617024
2026,Health_AFR,strong_event_with_verifier,PatchTST,6,high_volatility_window,14,0.006731397536158024,0.06913818979436266,0.08204509452830208,1.3742839937797826,0.6142857142857143
2027,Energy,strong_numerical_only,TimesNet,3,event_window,235,0.03225124336735958,0.12846835200668227,0.17958631174830553,0.039622883055118865,0.574468085106383
2027,Energy,strong_numerical_only,TimesNet,3,high_volatility_window,77,0.07106690015232846,0.21776913512836804,0.26658375823055774,0.06353932084608867,0.6363636363636364
2027,Energy,strong_numerical_only,PatchTST,3,event_window,235,0.05272184637164621,0.1659770500575397,0.22961238287959604,0.05046896563049847,0.4808510638297872
2027,Energy,strong_numerical_only,PatchTST,3,high_volatility_window,77,0.11186346437878114,0.27692089349160465,0.3344599593057159,0.08060161572268051,0.4675324675324675
2027,Energy,strong_raw_text_fusion,TimesNet,3,event_window,235,0.03725549669597032,0.13569172088136064,0.19301683008476314,0.04193309142783485,0.5361702127659574
2027,Energy,strong_raw_text_fusion,TimesNet,3,high_volatility_window,77,0.0799558691446874,0.22074212914421446,0.28276468864532467,0.06507931341785193,0.5909090909090909
2027,Energy,strong_raw_text_fusion,PatchTST,3,event_window,235,0.05358674379290024,0.16789943072812777,0.23148810723857982,0.05099538369357161,0.4978723404255319
2027,Energy,strong_raw_text_fusion,PatchTST,3,high_volatility_window,77,0.11328214984326937,0.27952046931047975,0.3365741372168536,0.0812830376173138,0.4935064935064935
2027,Energy,strong_event_no_verifier,TimesNet,3,event_window,235,0.03630378056906672,0.13290291119974557,0.1905355099950314,0.04116079586358962,0.474468085106383
2027,Energy,strong_event_no_verifier,TimesNet,3,high_volatility_window,77,0.08244419951616289,0.2280426722068291,0.2871309797220824,0.06642556543410086,0.42857142857142855
2027,Energy,strong_event_no_verifier,PatchTST,3,event_window,235,0.052904147950394206,0.16609117477498156,0.23000901710670868,0.05057592964913535,0.49361702127659574
2027,Energy,strong_event_no_verifier,PatchTST,3,high_volatility_window,77,0.11278362219019004,0.2772906930931719,0.3358327294803025,0.08080345783428912,0.4805194805194805
2027,Energy,strong_event_with_verifier,TimesNet,3,event_window,235,0.033577107063905,0.1268325558790924,0.18324057155527812,0.039119778927809185,0.5042553191489362
2027,Energy,strong_event_with_verifier,TimesNet,3,high_volatility_window,77,0.07690410986543432,0.2180013894002675,0.2773159026551386,0.06344863501519933,0.44155844155844154
2027,Energy,strong_event_with_verifier,PatchTST,3,event_window,235,0.052904147950394206,0.16609117477498156,0.23000901710670868,0.05057592964913535,0.49361702127659574
2027,Energy,strong_event_with_verifier,PatchTST,3,high_volatility_window,77,0.11278362219019004,0.2772906930931719,0.3358327294803025,0.08080345783428912,0.4805194805194805
2027,Energy,strong_numerical_only,TimesNet,6,event_window,235,0.06546383413634725,0.1835504416032886,0.25585901222420765,0.05654808267937909,0.48936170212765956
2027,Energy,strong_numerical_only,TimesNet,6,high_volatility_window,76,0.12607686502331303,0.29206971249036623,0.3550730418143752,0.08638538853997704,0.5184210526315789
2027,Energy,strong_numerical_only,PatchTST,6,event_window,235,0.06862043863755443,0.18743582575033743,0.2619550317087924,0.05772008917158957,0.5089361702127659
2027,Energy,strong_numerical_only,PatchTST,6,high_volatility_window,76,0.1417237850682181,0.31366363010908427,0.3764621960678364,0.09270686144869593,0.4868421052631579
2027,Energy,strong_raw_text_fusion,TimesNet,6,event_window,235,0.07770902399871894,0.19868650656219916,0.2787633835329148,0.06147334585361783,0.49531914893617024
2027,Energy,strong_raw_text_fusion,TimesNet,6,high_volatility_window,76,0.16021280121881526,0.323896304557198,0.400265913136274,0.09522013164794987,0.5078947368421053
2027,Energy,strong_raw_text_fusion,PatchTST,6,event_window,235,0.06850003295429093,0.18769433456109771,0.26172510952197714,0.05774199539486018,0.505531914893617
2027,Energy,strong_raw_text_fusion,PatchTST,6,high_volatility_window,76,0.14089125328394658,0.31354345407402306,0.37535483650000645,0.09262070498396789,0.49736842105263157
2027,Energy,strong_event_no_verifier,TimesNet,6,event_window,235,0.07345492856116145,0.1902962065757589,0.27102569723397346,0.059023272753157274,0.5046808510638298
2027,Energy,strong_event_no_verifier,TimesNet,6,high_volatility_window,76,0.15398097706309555,0.3110090849692361,0.39240409919252317,0.09181460224410876,0.5447368421052632
2027,Energy,strong_event_no_verifier,PatchTST,6,event_window,235,0.06856164654826816,0.1877958099892799,0.2618427897580305,0.05781984376207532,0.5046808510638298
2027,Energy,strong_event_no_verifier,PatchTST,6,high_volatility_window,76,0.14129071025789497,0.31371234644923296,0.3758865656789226,0.09270176558092633,0.48947368421052634
2027,Energy,strong_event_with_verifier,TimesNet,6,event_window,235,0.06896086040761792,0.18134390056556,0.26260399922243743,0.05640442563540698,0.5106382978723404
2027,Energy,strong_event_with_verifier,TimesNet,6,high_volatility_window,76,0.14195171504801352,0.2931299021369533,0.37676480070199436,0.0867096527859782,0.55
2027,Energy,strong_event_with_verifier,PatchTST,6,event_window,235,0.06856164654826816,0.1877958099892799,0.2618427897580305,0.05781984376207532,0.5046808510638298
2027,Energy,strong_event_with_verifier,PatchTST,6,high_volatility_window,76,0.14129071025789497,0.31371234644923296,0.3758865656789226,0.09270176558092633,0.48947368421052634
2027,Health_US,strong_numerical_only,TimesNet,3,event_window,235,0.9098814716070593,0.6241653489728346,0.9538770736353083,0.26030918292330185,0.5255319148936171
2027,Health_US,strong_numerical_only,TimesNet,3,high_volatility_window,65,2.1315552752587177,1.1574426987232307,1.4599846832274364,0.3189520085627029,0.5538461538461539
2027,Health_US,strong_numerical_only,PatchTST,3,event_window,235,1.0385504029582977,0.682320181359636,1.0190929314632193,0.27892156253391226,0.48936170212765956
2027,Health_US,strong_numerical_only,PatchTST,3,high_volatility_window,65,2.6373011935434603,1.3051957112092238,1.62397696829218,0.3889923209381826,0.5461538461538461
2027,Health_US,strong_raw_text_fusion,TimesNet,3,event_window,235,1.225008816101169,0.7531110104939617,1.1068011637603066,0.32711322285045463,0.4978723404255319
2027,Health_US,strong_raw_text_fusion,TimesNet,3,high_volatility_window,65,2.690515200133498,1.34545715038593,1.6402790006988135,0.3711370439850227,0.5538461538461539
2027,Health_US,strong_raw_text_fusion,PatchTST,3,event_window,235,1.0340755019152288,0.6746341344312573,1.0168950299392896,0.27196405413940367,0.4702127659574468
2027,Health_US,strong_raw_text_fusion,PatchTST,3,high_volatility_window,65,2.6340006195763785,1.2983615685731937,1.622960449171938,0.38396471729021553,0.5461538461538461
2027,Health_US,strong_event_no_verifier,TimesNet,3,event_window,235,0.9915365891616396,0.6694774111957414,0.9957593028245528,0.2855197045649374,0.46170212765957447
2027,Health_US,strong_event_no_verifier,TimesNet,3,high_volatility_window,65,2.2287763365264617,1.203961802445925,1.492908683251076,0.33858999033993636,0.5307692307692308
2027,Health_US,strong_event_no_verifier,PatchTST,3,event_window,235,1.04098983812588,0.6850016209250647,1.0202890953675237,0.2817849300585407,0.4787234042553192
2027,Health_US,strong_event_no_verifier,PatchTST,3,high_volatility_window,65,2.6388026503228,1.3074190910045917,1.6244391802473863,0.3908516841433427,0.5461538461538461
2027,Health_US,strong_event_with_verifier,TimesNet,3,event_window,235,1.026776630678909,0.6743209490539335,1.0132998720412971,0.2854082477543471,0.4765957446808511
2027,Health_US,strong_event_with_verifier,TimesNet,3,high_volatility_window,65,2.361774971987439,1.2284686021315745,1.5368067451659102,0.34694462859213543,0.5846153846153846
2027,Health_US,strong_event_with_verifier,PatchTST,3,event_window,235,1.04098983812588,0.6850016209250647,1.0202890953675237,0.2817849300585407,0.4787234042553192
2027,Health_US,strong_event_with_verifier,PatchTST,3,high_volatility_window,65,2.6388026503228,1.3074190910045917,1.6244391802473863,0.3908516841433427,0.5461538461538461
2027,Health_US,strong_numerical_only,TimesNet,6,event_window,235,1.293119756555294,0.7624003570130531,1.1371542360450908,0.31968164226773443,0.5319148936170213
2027,Health_US,strong_numerical_only,TimesNet,6,high_volatility_window,63,3.0408598393490887,1.3850719774210896,1.7438061358273427,0.43281704546356775,0.5714285714285714
2027,Health_US,strong_numerical_only,PatchTST,6,event_window,235,1.4820018508597432,0.8112031291562615,1.2173749836676222,0.3277697387038784,0.516595744680851
2027,Health_US,strong_numerical_only,PatchTST,6,high_volatility_window,63,3.8284144946157284,1.593368078981127,1.956633459443983,0.5461592630375731,0.5396825396825397
2027,Health_US,strong_raw_text_fusion,TimesNet,6,event_window,235,1.576813981576328,0.8616169430685382,1.2557125393880273,0.3647319950459126,0.5234042553191489
2027,Health_US,strong_raw_text_fusion,TimesNet,6,high_volatility_window,63,3.5125712148244292,1.5235672183137723,1.8741854803685865,0.4597804889997713,0.5492063492063493
2027,Health_US,strong_raw_text_fusion,PatchTST,6,event_window,235,1.4827117409131598,0.813415432060864,1.2176665146554535,0.32768359907519884,0.5148936170212766
2027,Health_US,strong_raw_text_fusion,PatchTST,6,high_volatility_window,63,3.801826467718454,1.5871074972329315,1.9498272917667487,0.5392523777236663,0.5365079365079365
2027,Health_US,strong_event_no_verifier,TimesNet,6,event_window,235,1.5079698639759245,0.8467520250919017,1.2279942442763827,0.35015867169139364,0.5089361702127659
2027,Health_US,strong_event_no_verifier,TimesNet,6,high_volatility_window,63,3.4241136117745516,1.5143775610381334,1.8504360598990044,0.4538217829710966,0.5206349206349207
2027,Health_US,strong_event_no_verifier,PatchTST,6,event_window,235,1.4830598666527235,0.813350902846519,1.2178094541646174,0.3286553359435738,0.5208510638297872
2027,Health_US,strong_event_no_verifier,PatchTST,6,high_volatility_window,63,3.817871872064711,1.5912520013473652,1.9539375302359876,0.5434164440267067,0.5238095238095238
2027,Health_US,strong_event_with_verifier,TimesNet,6,event_window,235,1.5209290979551426,0.8430268261449557,1.2332595420085517,0.34175584470571896,0.5157446808510638
2027,Health_US,strong_event_with_verifier,TimesNet,6,high_volatility_window,63,3.61028908662492,1.5567238035971525,1.900076073904653,0.4693166741943091,0.5174603174603175
2027,Health_US,strong_event_with_verifier,PatchTST,6,event_window,235,1.4830598666527235,0.813350902846519,1.2178094541646174,0.3286553359435738,0.5208510638297872
2027,Health_US,strong_event_with_verifier,PatchTST,6,high_volatility_window,63,3.817871872064711,1.5912520013473652,1.9539375302359876,0.5434164440267067,0.5238095238095238
2027,Health_AFR,strong_numerical_only,TimesNet,3,event_window,235,0.001828986119728733,0.030414355184605463,0.04276664728183322,0.9606065366247352,0.5063829787234042
2027,Health_AFR,strong_numerical_only,TimesNet,3,high_volatility_window,14,0.007204124562427346,0.06976817149136748,0.0848771144798605,0.7978629793659887,0.5357142857142857
2027,Health_AFR,strong_numerical_only,PatchTST,3,event_window,235,0.0017715049525672912,0.029046436999296994,0.042089249845623185,0.9213195458062883,0.4829787234042553
2027,Health_AFR,strong_numerical_only,PatchTST,3,high_volatility_window,14,0.006781031607445062,0.06920933501706236,0.0823470194205295,0.819494928668383,0.5
2027,Health_AFR,strong_raw_text_fusion,TimesNet,3,event_window,235,0.002717905631533808,0.037761913102899565,0.05213353653392227,1.210671079112772,0.4787234042553192
2027,Health_AFR,strong_raw_text_fusion,TimesNet,3,high_volatility_window,14,0.007593888981235565,0.07158001680814084,0.08714292272603419,0.7115023037244219,0.5714285714285714
2027,Health_AFR,strong_raw_text_fusion,PatchTST,3,event_window,235,0.0017707236132941838,0.029151849567903378,0.04207996688798821,0.9268955686122905,0.4808510638297872
2027,Health_AFR,strong_raw_text_fusion,PatchTST,3,high_volatility_window,14,0.006799201801312458,0.06934358383573237,0.08245727257987895,0.8212425951132354,0.4642857142857143
2027,Health_AFR,strong_event_no_verifier,TimesNet,3,event_window,235,0.0019492389880576635,0.03046282211629053,0.044150186727324986,0.8905182432798058,0.5297872340425532
2027,Health_AFR,strong_event_no_verifier,TimesNet,3,high_volatility_window,14,0.006957328570893069,0.06900305912962981,0.08341060226909448,0.7965028384084065,0.5714285714285714
2027,Health_AFR,strong_event_no_verifier,PatchTST,3,event_window,235,0.0017401864435664508,0.02870154480965055,0.041715541990563314,0.8935836291754997,0.4787234042553192
2027,Health_AFR,strong_event_no_verifier,PatchTST,3,high_volatility_window,14,0.006748078977481155,0.06894775666296482,0.0821466918231109,0.8048847565090371,0.42857142857142855
2027,Health_AFR,strong_event_with_verifier,TimesNet,3,event_window,235,0.0018170930495197666,0.03016653241794424,0.04262737441503718,0.9264640909876866,0.4851063829787234
2027,Health_AFR,strong_event_with_verifier,TimesNet,3,high_volatility_window,14,0.006464540441377928,0.06514474847132251,0.08040236589415717,0.7302691363962835,0.4642857142857143
