seed,domain,method,source_model,horizon,history_length,epochs,batch_size,learning_rate,mse,mae,rmse,mape,trend_f1,nmse,smape,relative_improvement_over_persistence,n_features,train_time_sec,torch_device,best_val_scaled_mse,rank_mse_in_domain_horizon
2027,Health_US,strong_event_no_verifier,PatchTST,6,24,3,64,0.001,1.4830598666527235,0.813350902846519,1.2178094541646174,0.3286553359435738,0.5208510638297872,0.5707390564168269,0.32064157724380493,-0.320015400474774,15.0,0.5054826736450195,cpu,1.360512375831604,5.0
2027,Health_US,strong_event_with_verifier,TimesNet,6,24,3,64,0.001,1.5209290979551426,0.8430268261449557,1.2332595420085517,0.34175584470571896,0.5157446808510638,0.5853126079144848,0.32117870450019836,-0.353721368552892,15.0,0.6191859245300293,cpu,1.094535231590271,13.0
2027,Health_US,strong_event_with_verifier,PatchTST,6,24,3,64,0.001,1.4830598666527235,0.813350902846519,1.2178094541646174,0.3286553359435738,0.5208510638297872,0.5707390564168269,0.32064157724380493,-0.320015400474774,15.0,0.48781609535217285,cpu,1.360512375831604,5.0
2027,Health_AFR,strong_numerical_only,TimesNet,3,24,3,64,0.001,0.001828986119728733,0.030414355184605463,0.04276664728183322,0.9606065366247352,0.5063829787234042,0.5603505502096792,0.48482760787010193,-0.859854959126093,1.0,0.6249151229858398,cpu,0.14489313960075378,11.0
2027,Health_AFR,strong_numerical_only,PatchTST,3,24,3,64,0.001,0.0017715049525672912,0.029046436999296994,0.042089249845623185,0.9213195458062883,0.4829787234042553,0.5427399170298136,0.4620274305343628,-0.8014036496008905,1.0,0.20278406143188477,cpu,0.12955845892429352,8.0
2027,Health_AFR,strong_raw_text_fusion,TimesNet,3,24,3,64,0.001,0.002717905631533808,0.037761913102899565,0.05213353653392227,1.210671079112772,0.4787234042553192,0.8326908004495062,0.571125328540802,-1.7637772713084394,17.0,0.6480627059936523,cpu,0.16266806423664093,23.0
2027,Health_AFR,strong_raw_text_fusion,PatchTST,3,24,3,64,0.001,0.0017707236132941838,0.029151849567903378,0.04207996688798821,0.9268955686122905,0.4808510638297872,0.5425005363768587,0.463634729385376,-0.8006091232203051,17.0,0.5649895668029785,cpu,0.12904778122901917,7.0
2027,Health_AFR,strong_event_no_verifier,TimesNet,3,24,3,64,0.001,0.0019492389880576635,0.03046282211629053,0.044150186727324986,0.8905182432798058,0.5297872340425532,0.5971926892535788,0.47541841864585876,-0.982137403535168,6.0,0.7603983879089355,cpu,0.13380073010921478,14.0
2027,Health_AFR,strong_event_no_verifier,PatchTST,3,24,3,64,0.001,0.0017401864435664508,0.02870154480965055,0.041715541990563314,0.8935836291754997,0.4787234042553192,0.5331447956885043,0.45950549840927124,-0.7695565603040688,6.0,0.3584308624267578,cpu,0.13009485602378845,5.0
2027,Health_AFR,strong_event_with_verifier,TimesNet,3,24,3,64,0.001,0.0018170930495197666,0.03016653241794424,0.04262737441503718,0.9264640909876866,0.4851063829787234,0.556706843806776,0.48113304376602173,-0.8477611628043027,6.0,0.6500744819641113,cpu,0.12938889861106873,10.0
2027,Health_AFR,strong_event_with_verifier,PatchTST,3,24,3,64,0.001,0.0017401864435664508,0.02870154480965055,0.041715541990563314,0.8935836291754997,0.4787234042553192,0.5331447956885043,0.45950549840927124,-0.7695565603040688,6.0,0.33088040351867676,cpu,0.13009485602378845,5.0
2027,Health_AFR,strong_numerical_only,TimesNet,6,24,3,64,0.001,0.00239811028647962,0.0338870842868449,0.04897050424979939,1.0215973925553323,0.4978723404255319,0.7041611482495187,0.5262092351913452,-0.4763613848416327,1.0,0.6358091831207275,cpu,0.1658409833908081,1.0
2027,Health_AFR,strong_numerical_only,PatchTST,6,24,3,64,0.001,0.0025442620348445273,0.035167864263916375,0.05044067837415083,1.1919902401334495,0.4748936170212766,0.7470759314133839,0.5233122110366821,-0.5663375626803052,1.0,0.22096872329711914,cpu,0.16170744597911835,5.0
2027,Health_AFR,strong_raw_text_fusion,TimesNet,6,24,3,64,0.001,0.0033948396736950028,0.04203639402886496,0.05826525271287342,1.4280531496270945,0.4919148936170213,0.9968324710625895,0.6025819778442383,-1.0899831964480688,17.0,0.6655504703521729,cpu,0.1850855052471161,23.0
2027,Health_AFR,strong_raw_text_fusion,PatchTST,6,24,3,64,0.001,0.002632476701370448,0.03596694181765701,0.051307667081737875,1.24025250799968,0.48,0.7729785519990818,0.5302888751029968,-0.6206456268130588,17.0,0.5246188640594482,cpu,0.16175411641597748,12.0
2027,Health_AFR,strong_event_no_verifier,TimesNet,6,24,3,64,0.001,0.002884355382539936,0.03810980989769471,0.05370619501081729,1.2009357540047583,0.5004255319148936,0.8469381118874831,0.5551589131355286,-0.7757110383748257,6.0,0.7435758113861084,cpu,0.1610574573278427,17.0
2027,Health_AFR,strong_event_no_verifier,PatchTST,6,24,3,64,0.001,0.00260271635948488,0.035711410763534776,0.051016824278711036,1.225884630827309,0.48425531914893616,0.7642399728634228,0.5286827087402344,-0.6023241093218692,6.0,0.33649253845214844,cpu,0.1634834259748459,8.0
2027,Health_AFR,strong_event_with_verifier,TimesNet,6,24,3,64,0.001,0.0026096528094800976,0.036043910138269374,0.05108476102988148,1.2109805494058778,0.48425531914893616,0.7662767343171998,0.5262603759765625,-0.6065944329089706,6.0,0.8520207405090332,cpu,0.16266898810863495,10.0
2027,Health_AFR,strong_event_with_verifier,PatchTST,6,24,3,64,0.001,0.00260271635948488,0.035711410763534776,0.051016824278711036,1.225884630827309,0.48425531914893616,0.7642399728634228,0.5286827087402344,-0.6023241093218692,6.0,0.36910271644592285,cpu,0.1634834259748459,8.0
2028,Energy,strong_numerical_only,TimesNet,3,24,3,64,0.001,0.051470799840853516,0.16451346603691155,0.2268717695987174,0.05090601937850447,0.48723404255319147,0.10011725180762968,0.050996083766222,-2.0048654049300496,9.0,0.6962943077087402,cpu,0.032736945897340775,18.0
2028,Energy,strong_numerical_only,PatchTST,3,24,3,64,0.001,0.05121933622954906,0.1648584340481048,0.22631689338082797,0.050087817824227124,0.4808510638297872,0.09962812310220315,0.0503244511783123,-1.9901849587636042,9.0,0.44774317741394043,cpu,0.03318675607442856,15.0
2028,Energy,strong_raw_text_fusion,TimesNet,3,24,3,64,0.001,0.056170741354702576,0.16730826459032425,0.2370036737156253,0.05149016206883195,0.4702127659574468,0.10925923579618382,0.05124833062291145,-2.279248000573145,25.0,0.6440672874450684,cpu,0.02880953624844551,24.0
2028,Energy,strong_raw_text_fusion,PatchTST,3,24,3,64,0.001,0.05195151308013852,0.16638087296316809,0.2279287456205086,0.05055166566022625,0.4808510638297872,0.10105230019571705,0.05080637335777283,-2.032929444868921,25.0,0.6428232192993164,cpu,0.033262934535741806,19.0
2028,Energy,strong_event_no_verifier,TimesNet,3,24,3,64,0.001,0.03979743263607564,0.14440565701072097,0.1994929388125696,0.04447065412553297,0.5,0.07741106796169601,0.044566716998815536,-1.3233742025174395,14.0,0.6278748512268066,cpu,0.026241809129714966,7.0
2028,Energy,strong_event_no_verifier,PatchTST,3,24,3,64,0.001,0.05125809303145805,0.16432900175135187,0.22640250226412703,0.049985599649597305,0.48723404255319147,0.09970351001105202,0.050151191651821136,-1.9924475809420457,14.0,0.48433971405029297,cpu,0.034458283334970474,16.0
2028,Energy,strong_event_with_verifier,TimesNet,3,24,3,64,0.001,0.040980826111078915,0.14418170688845589,0.2024372152324738,0.04411215749828326,0.5212765957446809,0.07971291877595847,0.04413149133324623,-1.3924607161222828,14.0,0.6889317035675049,cpu,0.026254704222083092,9.0
2028,Energy,strong_event_with_verifier,PatchTST,3,24,3,64,0.001,0.05125809303145805,0.16432900175135187,0.22640250226412703,0.049985599649597305,0.48723404255319147,0.09970351001105202,0.050151191651821136,-1.9924475809420457,14.0,0.47147536277770996,cpu,0.034458283334970474,16.0
2028,Energy,strong_numerical_only,TimesNet,6,24,3,64,0.001,0.07854884379632114,0.20713172128014531,0.2802656664600949,0.06397758451119619,0.5004255319148936,0.15274741491916385,0.0640617236495018,-0.9103684995848877,9.0,0.685821533203125,cpu,0.056336916983127594,19.0
2028,Energy,strong_numerical_only,PatchTST,6,24,3,64,0.001,0.0804984623773196,0.20507529272255323,0.283722509465357,0.06277835546028451,0.502127659574468,0.15653867630422105,0.06261508166790009,-0.9577847280529035,9.0,0.38254427909851074,cpu,0.052030421793460846,23.0
2028,Energy,strong_raw_text_fusion,TimesNet,6,24,3,64,0.001,0.0860590869935053,0.2117965097123004,0.29335829116202816,0.06546800465452653,0.49361702127659574,0.16735196131781938,0.06571196764707565,-1.0930234100164817,25.0,0.667100191116333,cpu,0.06293635070323944,24.0
2028,Energy,strong_raw_text_fusion,PatchTST,6,24,3,64,0.001,0.08023969534982335,0.20637808040524205,0.2832661210766712,0.06312690961889465,0.5080851063829788,0.15603547355029054,0.06312718242406845,-0.9514913142460512,25.0,0.630537748336792,cpu,0.05215698480606079,20.0
2028,Energy,strong_event_no_verifier,TimesNet,6,24,3,64,0.001,0.06850042010987756,0.18597192011826427,0.2617258491434836,0.05742649583928544,0.48851063829787233,0.1332070796585112,0.057144369930028915,-0.6659830808657959,14.0,0.6895251274108887,cpu,0.041530389338731766,7.0
2028,Energy,strong_event_no_verifier,PatchTST,6,24,3,64,0.001,0.08047668916905794,0.20678901976727423,0.283684136266126,0.06326840261269885,0.5029787234042553,0.15649633575386124,0.06327114254236221,-0.9572551868249531,14.0,0.5226902961730957,cpu,0.052423346787691116,21.0
2028,Energy,strong_event_with_verifier,TimesNet,6,24,3,64,0.001,0.06775687513009908,0.1850922907497866,0.26030150812106156,0.05733531545326003,0.49617021276595746,0.1317611694700457,0.05710387974977493,-0.647899493142003,14.0,0.6976985931396484,cpu,0.04166942089796066,5.0
2028,Energy,strong_event_with_verifier,PatchTST,6,24,3,64,0.001,0.08047668916905794,0.20678901976727423,0.283684136266126,0.06326840261269885,0.5029787234042553,0.15649633575386124,0.06327114254236221,-0.9572551868249531,14.0,0.543818473815918,cpu,0.052423346787691116,21.0
2028,Health_US,strong_numerical_only,TimesNet,3,24,3,64,0.001,0.9551970951546708,0.6640365750231642,0.9773418517359578,0.2986015443392286,0.4851063829787234,0.36792187264205073,0.25867608189582825,-0.7195628549148895,10.0,0.6193628311157227,cpu,0.6151586174964905,3.0
2028,Health_US,strong_numerical_only,PatchTST,3,24,3,64,0.001,1.1286254975070238,0.7033261312660596,1.0623678729644566,0.2771078362460218,0.49361702127659574,0.4347228531794388,0.2602989375591278,-1.031771759427995,10.0,0.4035916328430176,cpu,0.9708894491195679,21.0
2028,Health_US,strong_raw_text_fusion,TimesNet,3,24,3,64,0.001,1.3216592701248766,0.8136552416686471,1.1496344071594573,0.356556888689215,0.48936170212765956,0.5090754108505026,0.31843101978302,-1.379274601324722,26.0,0.5742638111114502,cpu,0.7961099743843079,24.0
2028,Health_US,strong_raw_text_fusion,PatchTST,3,24,3,64,0.001,1.0973307338883642,0.699178463093778,1.0475355525653363,0.28161894087361644,0.48936170212765956,0.42266876707210704,0.2593226134777069,-0.9754343675483901,26.0,0.609107494354248,cpu,1.0614962577819824,20.0
2028,Health_US,strong_event_no_verifier,TimesNet,3,24,3,64,0.001,1.0844643147347897,0.7074054809326821,1.0413761638979402,0.28782687858599376,0.4978723404255319,0.4177128924644543,0.27978479862213135,-0.9522720102040456,15.0,0.6461470127105713,cpu,0.6241781711578369,18.0
2028,Health_US,strong_event_no_verifier,PatchTST,3,24,3,64,0.001,1.0759736976484464,0.6911758307869553,1.037291520088951,0.2762820765519103,0.4787234042553192,0.4144424849703987,0.25626152753829956,-0.9369870498214793,15.0,0.4748680591583252,cpu,1.0336074829101562,16.0
2028,Health_US,strong_event_with_verifier,TimesNet,3,24,3,64,0.001,1.0751145647196303,0.6931678780427216,1.0368773142082097,0.2817203471255324,0.5106382978723404,0.4141115649983616,0.27043119072914124,-0.9354404233929439,15.0,0.6544876098632812,cpu,0.5330255627632141,15.0
2028,Health_US,strong_event_with_verifier,PatchTST,3,24,3,64,0.001,1.0759736976484464,0.6911758307869553,1.037291520088951,0.2762820765519103,0.4787234042553192,0.4144424849703987,0.25626152753829956,-0.9369870498214793,15.0,0.5255906581878662,cpu,1.0336074829101562,16.0
2028,Health_US,strong_numerical_only,TimesNet,6,24,3,64,0.001,1.4168649747716833,0.8121482629302545,1.1903213745756578,0.34033923438899827,0.5072340425531915,0.5452646902221104,0.31384316086769104,-0.26109783505447237,10.0,0.6200206279754639,cpu,1.0811618566513062,2.0
2028,Health_US,strong_numerical_only,PatchTST,6,24,3,64,0.001,1.735794554142236,0.9009022207547587,1.317495561336825,0.3606472400869606,0.4902127659574468,0.6680011833915991,0.35221055150032043,-0.5449649707664332,10.0,0.4180936813354492,cpu,1.5833426713943481,20.0
2028,Health_US,strong_raw_text_fusion,TimesNet,6,24,3,64,0.001,1.7291761884993273,0.919611865831605,1.3149814403630673,0.38652511437648773,0.5217021276595745,0.6654541791559705,0.3599295914173126,-0.5390742142494152,26.0,0.6828916072845459,cpu,1.2228176593780518,19.0
2028,Health_US,strong_raw_text_fusion,PatchTST,6,24,3,64,0.001,1.7386934323615801,0.8982181586695056,1.3185952496356037,0.3562621276055893,0.49361702127659574,0.6691167843573983,0.3524598181247711,-0.5475451524433009,26.0,0.6460855007171631,cpu,1.626245379447937,21.0
2028,Health_US,strong_event_no_verifier,TimesNet,6,24,3,64,0.001,1.585493952028476,0.8720501037776893,1.2591639893312054,0.3591940999674548,0.5106382978723404,0.6101596722306911,0.3458792269229889,-0.411188099075756,15.0,0.6288831233978271,cpu,1.0687085390090942,16.0
2028,Health_US,strong_event_no_verifier,PatchTST,6,24,3,64,0.001,1.7406739118188053,0.9003852990079433,1.3193460167138888,0.3590427924930195,0.4927659574468085,0.6698789497979754,0.3546176850795746,-0.5493079021762308,15.0,0.5158839225769043,cpu,1.6654257774353027,22.0
2028,Health_US,strong_event_with_verifier,TimesNet,6,24,3,64,0.001,1.6573079240102055,0.881969097658252,1.2873647206639638,0.3622474387755499,0.5089361702127659,0.6377964787602244,0.34434694051742554,-0.47510699481062674,15.0,0.6614265441894531,cpu,1.0095577239990234,18.0
2028,Health_US,strong_event_with_verifier,PatchTST,6,24,3,64,0.001,1.7406739118188053,0.9003852990079433,1.3193460167138888,0.3590427924930195,0.4927659574468085,0.6698789497979754,0.3546176850795746,-0.5493079021762308,15.0,0.47362565994262695,cpu,1.6654257774353027,22.0
2028,Health_AFR,strong_numerical_only,TimesNet,3,24,3,64,0.001,0.0018759727156696714,0.030552491865695475,0.04331250068594137,1.0208638443961209,0.5127659574468085,0.574745938235855,0.4938998520374298,-0.9076345745811132,1.0,0.5647869110107422,cpu,0.13747666776180267,12.0
2028,Health_AFR,strong_numerical_only,PatchTST,3,24,3,64,0.001,0.0019224996675781501,0.03129833800658742,0.043846318746026444,0.9918864522651134,0.48936170212765956,0.5890005040962903,0.4957176744937897,-0.95494678832981,1.0,0.1839900016784668,cpu,0.13920415937900543,13.0
2028,Health_AFR,strong_raw_text_fusion,TimesNet,3,24,3,64,0.001,0.0025684795225373925,0.036123075571690574,0.050680168927672214,1.1425081772280152,0.4829787234042553,0.7869107907005796,0.5533767342567444,-1.611829212850173,17.0,0.7235107421875,cpu,0.1612175554037094,20.0
2028,Health_AFR,strong_raw_text_fusion,PatchTST,3,24,3,64,0.001,0.001953275966407708,0.031793127111522546,0.04419588178108576,1.0373924527538445,0.5042553191489362,0.5984295073000534,0.49858957529067993,-0.9862425162657823,17.0,0.5871052742004395,cpu,0.13242541253566742,15.0
2028,Health_AFR,strong_event_no_verifier,TimesNet,3,24,3,64,0.001,0.00205208768853232,0.031849573751092486,0.045299974487104516,1.0562016115575334,0.5255319148936171,0.6287026746371047,0.49508631229400635,-1.0867219400464863,6.0,0.6180582046508789,cpu,0.159840390086174,18.0
2028,Health_AFR,strong_event_no_verifier,PatchTST,3,24,3,64,0.001,0.0019603511707310503,0.03180231343432997,0.04427585313385898,1.0367935605620648,0.48936170212765956,0.6005971534033594,0.49944350123405457,-0.9934371328381322,6.0,0.3464977741241455,cpu,0.13057075440883636,16.0
2028,Health_AFR,strong_event_with_verifier,TimesNet,3,24,3,64,0.001,0.0022350441527004506,0.03320504481679634,0.04727625358148053,1.157416470077568,0.5,0.6847554539639564,0.5090427994728088,-1.272766264558769,6.0,0.6314921379089355,cpu,0.15802964568138123,19.0
2028,Health_AFR,strong_event_with_verifier,PatchTST,3,24,3,64,0.001,0.0019603511707310503,0.03180231343432997,0.04427585313385898,1.0367935605620648,0.48936170212765956,0.6005971534033594,0.49944350123405457,-0.9934371328381322,6.0,0.3525855541229248,cpu,0.13057075440883636,16.0
2028,Health_AFR,strong_numerical_only,TimesNet,6,24,3,64,0.001,0.0025449341753168812,0.034810718553510644,0.050447340616893585,1.181817033758525,0.48,0.7472732931483576,0.5229575634002686,-0.5667513560926295,1.0,0.6318545341491699,cpu,0.17079393565654755,6.0
2028,Health_AFR,strong_numerical_only,PatchTST,6,24,3,64,0.001,0.0027752922115598633,0.03734348476864398,0.05268104224063779,1.224163874683833,0.48595744680851066,0.8149137099481547,0.5570240616798401,-0.7085678986071676,1.0,0.23685312271118164,cpu,0.17857421934604645,14.0
2028,Health_AFR,strong_raw_text_fusion,TimesNet,6,24,3,64,0.001,0.0034141194297378787,0.041523651076242965,0.058430466622626576,1.3892771149510181,0.5080851063829788,1.0024936181873332,0.59660404920578,-1.1018524951585356,17.0,0.6299092769622803,cpu,0.1923397332429886,24.0
2028,Health_AFR,strong_raw_text_fusion,PatchTST,6,24,3,64,0.001,0.0027749512868699994,0.03729972417453132,0.05267780639766618,1.2185401973372658,0.48851063829787233,0.8148136036592845,0.55754154920578,-0.7083580133278742,17.0,0.5084056854248047,cpu,0.17769773304462433,13.0
2028,Health_AFR,strong_event_no_verifier,TimesNet,6,24,3,64,0.001,0.0032837526913247514,0.041209002159179206,0.05730403730388245,1.3781456661458336,0.4570212765957447,0.964213813988131,0.590226411819458,-1.021594126915,6.0,0.6364080905914307,cpu,0.19441451132297516,21.0
2028,Health_AFR,strong_event_no_verifier,PatchTST,6,24,3,64,0.001,0.002819305500280719,0.037814007166125777,0.05309713269359014,1.2626798063721614,0.4825531914893617,0.8278374057842672,0.5587112903594971,-0.7356640335321154,6.0,0.3269989490509033,cpu,0.17407909035682678,15.0
2028,Health_AFR,strong_event_with_verifier,TimesNet,6,24,3,64,0.001,0.003277432619633588,0.041296429277219354,0.05724886566241805,1.4162896568157615,0.4570212765957447,0.9623580407302623,0.5919427275657654,-1.017703267580102,6.0,0.6573123931884766,cpu,0.1939050406217575,20.0
2028,Health_AFR,strong_event_with_verifier,PatchTST,6,24,3,64,0.001,0.002819305500280719,0.037814007166125777,0.05309713269359014,1.2626798063721614,0.4825531914893617,0.8278374057842672,0.5587112903594971,-0.7356640335321154,6.0,0.3655507564544678,cpu,0.17407909035682678,15.0
